#Cont  nu	incident	trans	DiffOut	net trans	reflc	total	reflin	outlin	lineID	cont	nLine
2.99293e+07	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	0.000e+00	    	    	0.00
2.98297e+07	0.000e+00	0.000e+00	7.352e+22	7.352e+22	0.000e+00	7.352e+22	0.000e+00	0.000e+00	    	    	0.00
2.97304e+07	0.000e+00	0.000e+00	7.425e+22	7.425e+22	0.000e+00	7.425e+22	0.000e+00	0.000e+00	    	    	0.00
2.96315e+07	0.000e+00	0.000e+00	7.499e+22	7.499e+22	0.000e+00	7.499e+22	0.000e+00	0.000e+00	    	    	0.00
2.95329e+07	0.000e+00	0.000e+00	7.573e+22	7.573e+22	0.000e+00	7.573e+22	0.000e+00	0.000e+00	    	    	0.00
2.94347e+07	0.000e+00	0.000e+00	7.649e+22	7.649e+22	0.000e+00	7.649e+22	0.000e+00	0.000e+00	    	    	0.00
2.93367e+07	0.000e+00	0.000e+00	7.724e+22	7.724e+22	0.000e+00	7.724e+22	0.000e+00	0.000e+00	    	    	0.00
2.92391e+07	0.000e+00	0.000e+00	7.801e+22	7.801e+22	0.000e+00	7.801e+22	0.000e+00	0.000e+00	    	    	0.00
2.91418e+07	0.000e+00	0.000e+00	7.878e+22	7.878e+22	0.000e+00	7.878e+22	0.000e+00	0.000e+00	    	    	0.00
2.90448e+07	0.000e+00	0.000e+00	7.956e+22	7.956e+22	0.000e+00	7.956e+22	0.000e+00	0.000e+00	    	    	0.00
2.89482e+07	0.000e+00	0.000e+00	8.035e+22	8.035e+22	0.000e+00	8.035e+22	0.000e+00	0.000e+00	    	    	0.00
2.88519e+07	0.000e+00	0.000e+00	8.115e+22	8.115e+22	0.000e+00	8.115e+22	0.000e+00	0.000e+00	    	    	0.00
2.87559e+07	0.000e+00	0.000e+00	8.195e+22	8.195e+22	0.000e+00	8.195e+22	0.000e+00	0.000e+00	    	    	0.00
2.86602e+07	0.000e+00	0.000e+00	8.276e+22	8.276e+22	0.000e+00	8.276e+22	0.000e+00	0.000e+00	    	    	0.00
2.85648e+07	0.000e+00	0.000e+00	8.358e+22	8.358e+22	0.000e+00	8.358e+22	0.000e+00	0.000e+00	    	    	0.00
2.84698e+07	0.000e+00	0.000e+00	8.441e+22	8.441e+22	0.000e+00	8.441e+22	0.000e+00	0.000e+00	    	    	0.00
2.83750e+07	0.000e+00	0.000e+00	8.524e+22	8.524e+22	0.000e+00	8.524e+22	0.000e+00	0.000e+00	    	    	0.00
2.82806e+07	0.000e+00	0.000e+00	8.608e+22	8.608e+22	0.000e+00	8.608e+22	0.000e+00	0.000e+00	    	    	0.00
2.81865e+07	0.000e+00	0.000e+00	8.693e+22	8.693e+22	0.000e+00	8.693e+22	0.000e+00	0.000e+00	    	    	0.00
2.80927e+07	0.000e+00	0.000e+00	8.779e+22	8.779e+22	0.000e+00	8.779e+22	0.000e+00	0.000e+00	    	    	0.00
2.79993e+07	0.000e+00	0.000e+00	8.866e+22	8.866e+22	0.000e+00	8.866e+22	0.000e+00	0.000e+00	    	    	0.00
2.79061e+07	0.000e+00	0.000e+00	8.953e+22	8.953e+22	0.000e+00	8.953e+22	0.000e+00	0.000e+00	    	    	0.00
2.78132e+07	0.000e+00	0.000e+00	9.042e+22	9.042e+22	0.000e+00	9.042e+22	0.000e+00	0.000e+00	    	    	0.00
2.77207e+07	0.000e+00	0.000e+00	9.131e+22	9.131e+22	0.000e+00	9.131e+22	0.000e+00	0.000e+00	    	    	0.00
2.76285e+07	0.000e+00	0.000e+00	9.221e+22	9.221e+22	0.000e+00	9.221e+22	0.000e+00	0.000e+00	    	    	0.00
2.75365e+07	0.000e+00	0.000e+00	9.312e+22	9.312e+22	0.000e+00	9.312e+22	0.000e+00	0.000e+00	    	    	0.00
2.74449e+07	0.000e+00	0.000e+00	9.403e+22	9.403e+22	0.000e+00	9.403e+22	0.000e+00	0.000e+00	    	    	0.00
2.73536e+07	0.000e+00	0.000e+00	9.496e+22	9.496e+22	0.000e+00	9.496e+22	0.000e+00	0.000e+00	    	    	0.00
2.72626e+07	0.000e+00	0.000e+00	9.589e+22	9.589e+22	0.000e+00	9.589e+22	0.000e+00	0.000e+00	    	    	0.00
2.71718e+07	0.000e+00	0.000e+00	9.684e+22	9.684e+22	0.000e+00	9.684e+22	0.000e+00	0.000e+00	    	    	0.00
2.70814e+07	0.000e+00	0.000e+00	9.779e+22	9.779e+22	0.000e+00	9.779e+22	0.000e+00	0.000e+00	    	    	0.00
2.69913e+07	0.000e+00	0.000e+00	9.875e+22	9.875e+22	0.000e+00	9.875e+22	0.000e+00	0.000e+00	    	    	0.00
2.69015e+07	0.000e+00	0.000e+00	9.972e+22	9.972e+22	0.000e+00	9.972e+22	0.000e+00	0.000e+00	    	    	0.00
2.68120e+07	0.000e+00	0.000e+00	1.007e+23	1.007e+23	0.000e+00	1.007e+23	0.000e+00	0.000e+00	    	    	0.00
2.67228e+07	0.000e+00	0.000e+00	1.017e+23	1.017e+23	0.000e+00	1.017e+23	0.000e+00	0.000e+00	    	    	0.00
2.66339e+07	0.000e+00	0.000e+00	1.027e+23	1.027e+23	0.000e+00	1.027e+23	0.000e+00	0.000e+00	    	    	0.00
2.65452e+07	0.000e+00	0.000e+00	1.037e+23	1.037e+23	0.000e+00	1.037e+23	0.000e+00	0.000e+00	    	    	0.00
2.64569e+07	0.000e+00	0.000e+00	1.047e+23	1.047e+23	0.000e+00	1.047e+23	0.000e+00	0.000e+00	    	    	0.00
2.63689e+07	0.000e+00	0.000e+00	1.057e+23	1.057e+23	0.000e+00	1.057e+23	0.000e+00	0.000e+00	    	    	0.00
2.62811e+07	0.000e+00	0.000e+00	1.068e+23	1.068e+23	0.000e+00	1.068e+23	0.000e+00	0.000e+00	    	    	0.00
2.61937e+07	0.000e+00	0.000e+00	1.078e+23	1.078e+23	0.000e+00	1.078e+23	0.000e+00	0.000e+00	    	    	0.00
2.61065e+07	0.000e+00	0.000e+00	1.089e+23	1.089e+23	0.000e+00	1.089e+23	0.000e+00	0.000e+00	    	    	0.00
2.60197e+07	0.000e+00	0.000e+00	1.100e+23	1.100e+23	0.000e+00	1.100e+23	0.000e+00	0.000e+00	    	    	0.00
2.59331e+07	0.000e+00	0.000e+00	1.110e+23	1.110e+23	0.000e+00	1.110e+23	0.000e+00	0.000e+00	    	    	0.00
2.58468e+07	0.000e+00	0.000e+00	1.121e+23	1.121e+23	0.000e+00	1.121e+23	0.000e+00	0.000e+00	    	    	0.00
2.57608e+07	0.000e+00	0.000e+00	1.132e+23	1.132e+23	0.000e+00	1.132e+23	0.000e+00	0.000e+00	    	    	0.00
2.56751e+07	0.000e+00	0.000e+00	1.143e+23	1.143e+23	0.000e+00	1.143e+23	0.000e+00	0.000e+00	    	    	0.00
2.55896e+07	0.000e+00	0.000e+00	1.154e+23	1.154e+23	0.000e+00	1.154e+23	0.000e+00	0.000e+00	    	    	0.00
2.55045e+07	0.000e+00	0.000e+00	1.166e+23	1.166e+23	0.000e+00	1.166e+23	0.000e+00	0.000e+00	    	    	0.00
2.54196e+07	0.000e+00	0.000e+00	1.177e+23	1.177e+23	0.000e+00	1.177e+23	0.000e+00	0.000e+00	    	    	0.00
2.53351e+07	0.000e+00	0.000e+00	1.189e+23	1.189e+23	0.000e+00	1.189e+23	0.000e+00	0.000e+00	    	    	0.00
2.52508e+07	0.000e+00	0.000e+00	1.200e+23	1.200e+23	0.000e+00	1.200e+23	0.000e+00	0.000e+00	    	    	0.00
2.51667e+07	0.000e+00	0.000e+00	1.212e+23	1.212e+23	0.000e+00	1.212e+23	0.000e+00	0.000e+00	    	    	0.00
2.50830e+07	0.000e+00	0.000e+00	1.224e+23	1.224e+23	0.000e+00	1.224e+23	0.000e+00	0.000e+00	    	    	0.00
2.49995e+07	0.000e+00	0.000e+00	1.236e+23	1.236e+23	0.000e+00	1.236e+23	0.000e+00	0.000e+00	    	    	0.00
2.49163e+07	0.000e+00	0.000e+00	1.248e+23	1.248e+23	0.000e+00	1.248e+23	0.000e+00	0.000e+00	    	    	0.00
2.48334e+07	0.000e+00	0.000e+00	1.260e+23	1.260e+23	0.000e+00	1.260e+23	0.000e+00	0.000e+00	    	    	0.00
2.47508e+07	0.000e+00	0.000e+00	1.272e+23	1.272e+23	0.000e+00	1.272e+23	0.000e+00	0.000e+00	    	    	0.00
2.46685e+07	0.000e+00	0.000e+00	1.285e+23	1.285e+23	0.000e+00	1.285e+23	0.000e+00	0.000e+00	    	    	0.00
2.45864e+07	0.000e+00	0.000e+00	1.297e+23	1.297e+23	0.000e+00	1.297e+23	0.000e+00	0.000e+00	    	    	0.00
2.45046e+07	0.000e+00	0.000e+00	1.310e+23	1.310e+23	0.000e+00	1.310e+23	0.000e+00	0.000e+00	    	    	0.00
2.44230e+07	0.000e+00	0.000e+00	1.322e+23	1.322e+23	0.000e+00	1.322e+23	0.000e+00	0.000e+00	    	    	0.00
2.43418e+07	0.000e+00	0.000e+00	1.335e+23	1.335e+23	0.000e+00	1.335e+23	0.000e+00	0.000e+00	    	    	0.00
2.42608e+07	0.000e+00	0.000e+00	1.348e+23	1.348e+23	0.000e+00	1.348e+23	0.000e+00	0.000e+00	    	    	0.00
2.41800e+07	0.000e+00	0.000e+00	1.361e+23	1.361e+23	0.000e+00	1.361e+23	0.000e+00	0.000e+00	    	    	0.00
2.40996e+07	0.000e+00	0.000e+00	1.375e+23	1.375e+23	0.000e+00	1.375e+23	0.000e+00	0.000e+00	    	    	0.00
2.40194e+07	0.000e+00	0.000e+00	1.388e+23	1.388e+23	0.000e+00	1.388e+23	0.000e+00	0.000e+00	    	    	0.00
2.39395e+07	0.000e+00	0.000e+00	1.401e+23	1.401e+23	0.000e+00	1.401e+23	0.000e+00	0.000e+00	    	    	0.00
2.38598e+07	0.000e+00	0.000e+00	1.415e+23	1.415e+23	0.000e+00	1.415e+23	0.000e+00	0.000e+00	    	    	0.00
2.37804e+07	0.000e+00	0.000e+00	1.429e+23	1.429e+23	0.000e+00	1.429e+23	0.000e+00	0.000e+00	    	    	0.00
2.37013e+07	0.000e+00	0.000e+00	1.443e+23	1.443e+23	0.000e+00	1.443e+23	0.000e+00	0.000e+00	    	    	0.00
2.36224e+07	0.000e+00	0.000e+00	1.457e+23	1.457e+23	0.000e+00	1.457e+23	0.000e+00	0.000e+00	    	    	0.00
2.35438e+07	0.000e+00	0.000e+00	1.471e+23	1.471e+23	0.000e+00	1.471e+23	0.000e+00	0.000e+00	    	    	0.00
2.34655e+07	0.000e+00	0.000e+00	1.485e+23	1.485e+23	0.000e+00	1.485e+23	0.000e+00	0.000e+00	    	    	0.00
2.33874e+07	0.000e+00	0.000e+00	1.499e+23	1.499e+23	0.000e+00	1.499e+23	0.000e+00	0.000e+00	    	    	0.00
2.33096e+07	0.000e+00	0.000e+00	1.514e+23	1.514e+23	0.000e+00	1.514e+23	0.000e+00	0.000e+00	    	    	0.00
2.32320e+07	0.000e+00	0.000e+00	1.528e+23	1.528e+23	0.000e+00	1.528e+23	0.000e+00	0.000e+00	    	    	0.00
2.31547e+07	0.000e+00	0.000e+00	1.543e+23	1.543e+23	0.000e+00	1.543e+23	0.000e+00	0.000e+00	    	    	0.00
2.30777e+07	0.000e+00	0.000e+00	1.558e+23	1.558e+23	0.000e+00	1.558e+23	0.000e+00	0.000e+00	    	    	0.00
2.30009e+07	0.000e+00	0.000e+00	1.573e+23	1.573e+23	0.000e+00	1.573e+23	0.000e+00	0.000e+00	    	    	0.00
2.29244e+07	0.000e+00	0.000e+00	1.588e+23	1.588e+23	0.000e+00	1.588e+23	0.000e+00	0.000e+00	    	    	0.00
2.28481e+07	0.000e+00	0.000e+00	1.604e+23	1.604e+23	0.000e+00	1.604e+23	0.000e+00	0.000e+00	    	    	0.00
2.27720e+07	0.000e+00	0.000e+00	1.619e+23	1.619e+23	0.000e+00	1.619e+23	0.000e+00	0.000e+00	    	    	0.00
2.26963e+07	0.000e+00	0.000e+00	1.635e+23	1.635e+23	0.000e+00	1.635e+23	0.000e+00	0.000e+00	    	    	0.00
2.26208e+07	0.000e+00	0.000e+00	1.651e+23	1.651e+23	0.000e+00	1.651e+23	0.000e+00	0.000e+00	    	    	0.00
2.25455e+07	0.000e+00	0.000e+00	1.667e+23	1.667e+23	0.000e+00	1.667e+23	0.000e+00	0.000e+00	    	    	0.00
2.24705e+07	0.000e+00	0.000e+00	1.683e+23	1.683e+23	0.000e+00	1.683e+23	0.000e+00	0.000e+00	    	    	0.00
2.23957e+07	0.000e+00	0.000e+00	1.699e+23	1.699e+23	0.000e+00	1.699e+23	0.000e+00	0.000e+00	    	    	0.00
2.23212e+07	0.000e+00	0.000e+00	1.715e+23	1.715e+23	0.000e+00	1.715e+23	0.000e+00	0.000e+00	    	    	0.00
