#Cont  nu	incident	trans	DiffOut	net trans	reflc	total	reflin	outlin	lineID	cont	nLine
2.99293e+07	0.000e+00	0.000e+00	0.000e+00	0.000e+00	6.545e+12	6.545e+12	0.000e+00	0.000e+00	    	    	0.00
2.98297e+07	0.000e+00	0.000e+00	0.000e+00	0.000e+00	6.610e+12	6.610e+12	0.000e+00	0.000e+00	    	    	0.00
2.97304e+07	0.000e+00	0.000e+00	0.000e+00	0.000e+00	6.677e+12	6.677e+12	0.000e+00	0.000e+00	    	    	0.00
2.96315e+07	0.000e+00	0.000e+00	0.000e+00	0.000e+00	6.744e+12	6.744e+12	0.000e+00	0.000e+00	    	    	0.00
2.95329e+07	0.000e+00	0.000e+00	0.000e+00	0.000e+00	6.812e+12	6.812e+12	0.000e+00	0.000e+00	    	    	0.00
2.94347e+07	0.000e+00	0.000e+00	0.000e+00	0.000e+00	6.880e+12	6.880e+12	0.000e+00	0.000e+00	    	    	0.00
2.93367e+07	0.000e+00	0.000e+00	0.000e+00	0.000e+00	6.949e+12	6.949e+12	0.000e+00	0.000e+00	    	    	0.00
2.92391e+07	0.000e+00	0.000e+00	0.000e+00	0.000e+00	7.019e+12	7.019e+12	0.000e+00	0.000e+00	    	    	0.00
2.91418e+07	0.000e+00	0.000e+00	0.000e+00	0.000e+00	7.090e+12	7.090e+12	0.000e+00	0.000e+00	    	    	0.00
2.90448e+07	0.000e+00	0.000e+00	0.000e+00	0.000e+00	7.161e+12	7.161e+12	0.000e+00	0.000e+00	    	    	0.00
2.89482e+07	0.000e+00	0.000e+00	0.000e+00	0.000e+00	7.233e+12	7.233e+12	0.000e+00	0.000e+00	    	    	0.00
2.88519e+07	0.000e+00	0.000e+00	0.000e+00	0.000e+00	7.305e+12	7.305e+12	0.000e+00	0.000e+00	    	    	0.00
2.87559e+07	0.000e+00	0.000e+00	0.000e+00	0.000e+00	7.379e+12	7.379e+12	0.000e+00	0.000e+00	    	    	0.00
2.86602e+07	0.000e+00	0.000e+00	0.000e+00	0.000e+00	7.453e+12	7.453e+12	0.000e+00	0.000e+00	    	    	0.00
